,loanid,month,amount
12686,4054,2022-12-31,62804
12687,4054,2023-01-31,62804
12688,4054,2023-02-28,62804
12689,4054,2023-03-31,62804
12690,4054,2023-04-30,62804
12691,4054,2023-05-31,62804
12692,4054,2023-06-30,62804
12693,4054,2023-07-31,62804
12694,4054,2023-08-31,62804
12695,4054,2023-09-30,62804
12696,4055,2022-10-31,96186
12697,4055,2022-11-30,96186
12698,4055,2022-12-31,96186
12699,4055,2023-01-31,96186
12700,4055,2023-02-28,96186
12701,4055,2023-03-31,96186
12702,4055,2023-04-30,96186
12703,4055,2023-05-31,96186
12704,4055,2023-06-30,96186
12705,4055,2023-07-31,96186
12706,4055,2023-08-31,96186
12707,4055,2023-09-30,96186
12708,4057,2022-10-31,24710
12709,4057,2022-11-30,24710
12710,4057,2022-12-31,24710
12711,4057,2023-01-31,24710
12712,4057,2023-02-28,24710
12713,4057,2023-03-31,24710
12714,4057,2023-04-30,24710
12715,4057,2023-05-31,24710
12716,4057,2023-06-30,24710
12717,4057,2023-07-31,24710
12718,4057,2023-08-31,24710
12719,4057,2023-09-30,24710
12720,4058,2022-10-31,38720
12721,4058,2022-11-30,38720
12722,4058,2022-12-31,38720
12723,4058,2023-01-31,38720
12724,4058,2023-02-28,38720
12725,4058,2023-03-31,38720
12726,4058,2023-04-30,38720
12727,4058,2023-05-31,38720
12728,4058,2023-06-30,38720
12729,4058,2023-07-31,38720
12730,4058,2023-08-31,38720
12731,4058,2023-09-30,38720
12732,4059,2022-10-31,68849
12733,4059,2022-11-30,68849
12734,4059,2022-12-31,68849
12735,4059,2023-01-31,68849
12736,4059,2023-02-28,68849
12737,4059,2023-03-31,68849
12738,4059,2023-04-30,68849
12739,4059,2023-05-31,68849
12740,4059,2023-06-30,68849
12741,4059,2023-07-31,68849
12742,4059,2023-08-31,68849
12743,4059,2023-09-30,68849
12744,4060,2022-10-31,37476
12745,4060,2022-11-30,37476
12746,4060,2022-12-31,37476
12747,4060,2023-01-31,37476
12748,4060,2023-02-28,37476
12749,4060,2023-03-31,37476
12750,4060,2023-04-30,37476
12751,4060,2023-05-31,37476
12752,4060,2023-06-30,37476
12753,4060,2023-07-31,37476
12754,4060,2023-08-31,37476
12755,4060,2023-09-30,37476
12756,4061,2022-10-31,21729
12757,4061,2022-11-30,21729
12758,4061,2022-12-31,21729
12759,4061,2023-01-31,21729
12760,4061,2023-02-28,21729
12761,4061,2023-03-31,21729
12762,4061,2023-04-30,21729
12763,4061,2023-05-31,21729
12764,4061,2023-06-30,21729
12765,4061,2023-07-31,21729
12766,4061,2023-08-31,21729
12767,4061,2023-09-30,21729
12768,4062,2022-10-31,65548
12769,4062,2022-11-30,65548
12770,4062,2022-12-31,65548
12771,4062,2023-01-31,65548
12772,4062,2023-02-28,65548
12773,4062,2023-03-31,65548
12774,4062,2023-04-30,65548
12775,4062,2023-05-31,65548
12776,4062,2023-06-30,65548
12777,4062,2023-07-31,65548
12778,4062,2023-08-31,65548
12779,4062,2023-09-30,65548
12780,4063,2022-10-31,82549
12781,4063,2022-11-30,82549
12782,4063,2022-12-31,82549
12783,4063,2023-01-31,82549
12784,4063,2023-02-28,82549
12785,4063,2023-03-31,82549
12786,4063,2023-04-30,82549
12787,4063,2023-05-31,82549
12788,4063,2023-06-30,82549
12789,4063,2023-07-31,82549
12790,4063,2023-08-31,82549
12791,4063,2023-09-30,82549
12792,4064,2022-10-31,64097
12793,4064,2022-11-30,64097
12794,4064,2022-12-31,64097
12795,4064,2023-01-31,64097
12796,4064,2023-02-28,64097
12797,4064,2023-03-31,64097
12798,4064,2023-04-30,64097
12799,4064,2023-05-31,64097
12800,4064,2023-06-30,64097
12801,4064,2023-07-31,64097
12802,4064,2023-08-31,64097
12803,4064,2023-09-30,64097
12804,4065,2022-10-31,72540
12805,4065,2022-11-30,72540
12806,4065,2022-12-31,72540
12807,4065,2023-01-31,72540
12808,4065,2023-02-28,72540
12809,4065,2023-03-31,72540
12810,4065,2023-04-30,72540
12811,4065,2023-05-31,72540
12812,4065,2023-06-30,72540
12813,4065,2023-07-31,72540
12814,4065,2023-08-31,72540
12815,4065,2023-09-30,72540
12816,4067,2022-10-31,16656
12817,4067,2022-11-30,16656
12818,4067,2022-12-31,16656
12819,4067,2023-01-31,16656
12820,4067,2023-02-28,16656
12821,4067,2023-03-31,16656
12822,4067,2023-04-30,16656
12823,4067,2023-05-31,16656
12824,4067,2023-06-30,16656
12825,4067,2023-07-31,16656
12826,4067,2023-08-31,16656
12827,4067,2023-09-30,16656
12828,4068,2022-10-31,40261
12829,4068,2022-11-30,40261
12830,4068,2022-12-31,40261
12831,4068,2023-01-31,40261
12832,4068,2023-02-28,40261
12833,4068,2023-03-31,40261
12834,4068,2023-04-30,40261
12835,4068,2023-05-31,40261
12836,4068,2023-06-30,40261
12837,4068,2023-07-31,40261
12838,4068,2023-08-31,40261
12839,4068,2023-09-30,40261
12840,4069,2022-10-31,35469
12841,4069,2022-11-30,35469
12842,4069,2022-12-31,35469
12843,4069,2023-01-31,35469
12844,4069,2023-02-28,35469
12845,4069,2023-03-31,35469
12846,4069,2023-04-30,35469
12847,4069,2023-05-31,35469
12848,4069,2023-06-30,35469
12849,4069,2023-07-31,35469
12850,4069,2023-08-31,35469
12851,4069,2023-09-30,35469
12852,4072,2022-10-31,52982
12853,4072,2022-11-30,52982
12854,4072,2022-12-31,52982
12855,4072,2023-01-31,52982
12856,4072,2023-02-28,52982
12857,4072,2023-03-31,52982
12858,4072,2023-04-30,52982
12859,4072,2023-05-31,52982
12860,4072,2023-06-30,52982
12861,4072,2023-07-31,52982
12862,4072,2023-08-31,52982
12863,4072,2023-09-30,52982
12864,4073,2022-10-31,58265
12865,4073,2022-11-30,58265
12866,4073,2022-12-31,58265
12867,4073,2023-01-31,58265
12868,4073,2023-02-28,58265
12869,4073,2023-03-31,58265
12870,4073,2023-04-30,58265
12871,4073,2023-05-31,58265
12872,4073,2023-06-30,58265
12873,4073,2023-07-31,58265
12874,4073,2023-08-31,58265
12875,4073,2023-09-30,58265
12876,4074,2022-10-31,86732
12877,4074,2022-11-30,86732
12878,4074,2022-12-31,86732
12879,4074,2023-01-31,86732
12880,4074,2023-02-28,86732
12881,4074,2023-03-31,86732
12882,4074,2023-04-30,86732
12883,4074,2023-05-31,86732
12884,4074,2023-06-30,86732
12885,4074,2023-07-31,86732
12886,4074,2023-08-31,86732
12887,4074,2023-09-30,86732
12888,4075,2022-10-31,23968
12889,4075,2022-11-30,23968
12890,4075,2022-12-31,23968
12891,4075,2023-01-31,23968
12892,4075,2023-02-28,23968
12893,4075,2023-03-31,23968
12894,4075,2023-04-30,23968
12895,4075,2023-05-31,23968
12896,4075,2023-06-30,23968
12897,4075,2023-07-31,23968
12898,4075,2023-08-31,23968
12899,4075,2023-09-30,23968
12900,4076,2022-10-31,74543
12901,4076,2022-11-30,74543
12902,4076,2022-12-31,74543
12903,4076,2023-01-31,74543
12904,4076,2023-02-28,74543
12905,4076,2023-03-31,74543
12906,4076,2023-04-30,74543
12907,4076,2023-05-31,74543
12908,4076,2023-06-30,74543
12909,4076,2023-07-31,74543
12910,4076,2023-08-31,74543
12911,4076,2023-09-30,74543
12912,4077,2022-10-31,25625
12913,4077,2022-11-30,25625
12914,4077,2022-12-31,25625
12915,4077,2023-01-31,25625
12916,4077,2023-02-28,25625
12917,4077,2023-03-31,25625
12918,4077,2023-04-30,25625
12919,4077,2023-05-31,25625
12920,4077,2023-06-30,25625
12921,4077,2023-07-31,25625
12922,4077,2023-08-31,25625
12923,4077,2023-09-30,25625
12924,4078,2022-10-31,73141
12925,4078,2022-11-30,73141
12926,4078,2022-12-31,73141
12927,4078,2023-01-31,73141
12928,4078,2023-02-28,73141
12929,4078,2023-03-31,73141
12930,4078,2023-04-30,73141
12931,4078,2023-05-31,73141
12932,4078,2023-06-30,73141
12933,4078,2023-07-31,73141
12934,4078,2023-08-31,73141
12935,4078,2023-09-30,73141
12936,4079,2022-10-31,90934
12937,4079,2022-11-30,90934
12938,4079,2022-12-31,90934
12939,4079,2023-01-31,90934
12940,4079,2023-02-28,90934
12941,4079,2023-03-31,90934
12942,4079,2023-04-30,90934
12943,4079,2023-05-31,90934
12944,4079,2023-06-30,90934
12945,4079,2023-07-31,90934
12946,4079,2023-08-31,90934
12947,4079,2023-09-30,90934
12948,4080,2022-10-31,80539
12949,4080,2022-11-30,80539
12950,4080,2022-12-31,80539
12951,4080,2023-01-31,80539
12952,4080,2023-02-28,80539
12953,4080,2023-03-31,80539
12954,4080,2023-04-30,80539
12955,4080,2023-05-31,80539
12956,4080,2023-06-30,80539
12957,4080,2023-07-31,80539
12958,4080,2023-08-31,80539
12959,4080,2023-09-30,80539
12960,4081,2022-10-31,84679
12961,4081,2022-11-30,84679
12962,4081,2022-12-31,84679
12963,4081,2023-01-31,84679
12964,4081,2023-02-28,84679
12965,4081,2023-03-31,84679
12966,4081,2023-04-30,84679
12967,4081,2023-05-31,84679
12968,4081,2023-06-30,84679
12969,4081,2023-07-31,84679
12970,4081,2023-08-31,84679
12971,4081,2023-09-30,84679
12972,4082,2022-10-31,34710
12973,4082,2022-11-30,34710
12974,4082,2022-12-31,34710
12975,4082,2023-01-31,34710
12976,4082,2023-02-28,34710
12977,4082,2023-03-31,34710
12978,4082,2023-04-30,34710
12979,4082,2023-05-31,34710
12980,4082,2023-06-30,34710
12981,4082,2023-07-31,34710
12982,4082,2023-08-31,34710
12983,4082,2023-09-30,34710
12984,4083,2022-10-31,77696
12985,4083,2022-11-30,77696
12986,4083,2022-12-31,77696
12987,4083,2023-01-31,77696
12988,4083,2023-02-28,77696
12989,4083,2023-03-31,77696
12990,4083,2023-04-30,77696
12991,4083,2023-05-31,77696
12992,4083,2023-06-30,77696
12993,4083,2023-07-31,77696
12994,4083,2023-08-31,77696
12995,4083,2023-09-30,77696
12996,4084,2022-10-31,59123
12997,4084,2022-11-30,59123
12998,4084,2022-12-31,59123
12999,4084,2023-01-31,59123
13000,4084,2023-02-28,59123
13001,4084,2023-03-31,59123
13002,4084,2023-04-30,59123
13003,4084,2023-05-31,59123
13004,4084,2023-06-30,59123
13005,4084,2023-07-31,59123
13006,4084,2023-08-31,59123
13007,4084,2023-09-30,59123
13008,4085,2022-10-31,19471
13009,4085,2022-11-30,19471
13010,4085,2022-12-31,19471
13011,4085,2023-01-31,19471
13012,4085,2023-02-28,19471
13013,4085,2023-03-31,19471
13014,4085,2023-04-30,19471
13015,4085,2023-05-31,19471
13016,4085,2023-06-30,19471
13017,4085,2023-07-31,19471
13018,4085,2023-08-31,19471
13019,4085,2023-09-30,19471
13020,4086,2022-10-31,19762
13021,4086,2022-11-30,19762
13022,4086,2022-12-31,19762
13023,4086,2023-01-31,19762
13024,4086,2023-02-28,19762
13025,4086,2023-03-31,19762
13026,4086,2023-04-30,19762
13027,4086,2023-05-31,19762
13028,4086,2023-06-30,19762
13029,4086,2023-07-31,19762
13030,4086,2023-08-31,19762
13031,4086,2023-09-30,19762
13032,4087,2022-10-31,32968
13033,4087,2022-11-30,32968
13034,4087,2022-12-31,32968
13035,4087,2023-01-31,32968
13036,4087,2023-02-28,32968
13037,4087,2023-03-31,32968
13038,4087,2023-04-30,32968
13039,4087,2023-05-31,32968
13040,4087,2023-06-30,32968
13041,4087,2023-07-31,32968
13042,4087,2023-08-31,32968
13043,4087,2023-09-30,32968
13044,4088,2022-10-31,65831
13045,4088,2022-11-30,65831
13046,4088,2022-12-31,65831
13047,4088,2023-01-31,65831
13048,4088,2023-02-28,65831
13049,4088,2023-03-31,65831
13050,4088,2023-04-30,65831
13051,4088,2023-05-31,65831
13052,4088,2023-06-30,65831
13053,4088,2023-07-31,65831
13054,4088,2023-08-31,65831
13055,4088,2023-09-30,65831
13056,4089,2022-10-31,53019
13057,4089,2022-11-30,53019
13058,4089,2022-12-31,53019
13059,4089,2023-01-31,53019
13060,4089,2023-02-28,53019
13061,4089,2023-03-31,53019
13062,4089,2023-04-30,53019
13063,4089,2023-05-31,53019
13064,4089,2023-06-30,53019
13065,4089,2023-07-31,53019
13066,4089,2023-08-31,53019
13067,4089,2023-09-30,53019
13068,4090,2022-10-31,27405
13069,4090,2022-11-30,27405
13070,4090,2022-12-31,27405
13071,4090,2023-01-31,27405
13072,4090,2023-02-28,27405
13073,4090,2023-03-31,27405
13074,4090,2023-04-30,27405
13075,4090,2023-05-31,27405
13076,4090,2023-06-30,27405
13077,4090,2023-07-31,27405
13078,4090,2023-08-31,27405
13079,4090,2023-09-30,27405
13080,4091,2022-10-31,39681
13081,4091,2022-11-30,39681
13082,4091,2022-12-31,39681
13083,4091,2023-01-31,39681
13084,4091,2023-02-28,39681
13085,4091,2023-03-31,39681
13086,4091,2023-04-30,39681
13087,4091,2023-05-31,39681
13088,4091,2023-06-30,39681
13089,4091,2023-07-31,39681
13090,4091,2023-08-31,39681
13091,4091,2023-09-30,39681
13092,4092,2022-10-31,14680
13093,4092,2022-11-30,14680
13094,4092,2022-12-31,14680
13095,4092,2023-01-31,14680
13096,4092,2023-02-28,14680
13097,4092,2023-03-31,14680
13098,4092,2023-04-30,14680
13099,4092,2023-05-31,14680
13100,4092,2023-06-30,14680
13101,4092,2023-07-31,14680
13102,4092,2023-08-31,14680
13103,4092,2023-09-30,14680
13104,4093,2022-10-31,76053
13105,4093,2022-11-30,76053
13106,4093,2022-12-31,76053
13107,4093,2023-01-31,76053
13108,4093,2023-02-28,76053
13109,4093,2023-03-31,76053
13110,4093,2023-04-30,76053
13111,4093,2023-05-31,76053
13112,4093,2023-06-30,76053
13113,4093,2023-07-31,76053
13114,4093,2023-08-31,76053
13115,4093,2023-09-30,76053
13116,4094,2022-10-31,39864
13117,4094,2022-11-30,39864
13118,4094,2022-12-31,39864
13119,4094,2023-01-31,39864
13120,4094,2023-02-28,39864
13121,4094,2023-03-31,39864
13122,4094,2023-04-30,39864
13123,4094,2023-05-31,39864
13124,4094,2023-06-30,39864
13125,4094,2023-07-31,39864
13126,4094,2023-08-31,39864
13127,4094,2023-09-30,39864
13128,4095,2022-10-31,90711
13129,4095,2022-11-30,90711
13130,4095,2022-12-31,90711
13131,4095,2023-01-31,90711
13132,4095,2023-02-28,90711
13133,4095,2023-03-31,90711
13134,4095,2023-04-30,90711
13135,4095,2023-05-31,90711
13136,4095,2023-06-30,90711
13137,4095,2023-07-31,90711
13138,4095,2023-08-31,90711
13139,4095,2023-09-30,90711
13140,4097,2022-10-31,18364
13141,4097,2022-11-30,18364
13142,4097,2022-12-31,18364
13143,4097,2023-01-31,18364
13144,4097,2023-02-28,18364
13145,4097,2023-03-31,18364
13146,4097,2023-04-30,18364
13147,4097,2023-05-31,18364
13148,4097,2023-06-30,18364
13149,4097,2023-07-31,18364
13150,4097,2023-08-31,18364
13151,4097,2023-09-30,18364
13152,4098,2022-10-31,81871
13153,4098,2022-11-30,81871
13154,4098,2022-12-31,81871
13155,4098,2023-01-31,81871
13156,4098,2023-02-28,81871
13157,4098,2023-03-31,81871
13158,4098,2023-04-30,81871
13159,4098,2023-05-31,81871
13160,4098,2023-06-30,81871
13161,4098,2023-07-31,81871
13162,4098,2023-08-31,81871
13163,4098,2023-09-30,81871
13164,4100,2022-10-31,24361
13165,4100,2022-11-30,24361
13166,4100,2022-12-31,24361
13167,4100,2023-01-31,24361
13168,4100,2023-02-28,24361
13169,4100,2023-03-31,24361
13170,4100,2023-04-30,24361
13171,4100,2023-05-31,24361
13172,4100,2023-06-30,24361
13173,4100,2023-07-31,24361
13174,4100,2023-08-31,24361
13175,4100,2023-09-30,24361
13176,4101,2022-10-31,74350
13177,4101,2022-11-30,74350
13178,4101,2022-12-31,74350
13179,4101,2023-01-31,74350
13180,4101,2023-02-28,74350
13181,4101,2023-03-31,74350
13182,4101,2023-04-30,74350
13183,4101,2023-05-31,74350
13184,4101,2023-06-30,74350
13185,4101,2023-07-31,74350
13186,4101,2023-08-31,74350
13187,4101,2023-09-30,74350
13188,4104,2022-10-31,56151
13189,4104,2022-11-30,56151
13190,4104,2022-12-31,56151
13191,4104,2023-01-31,56151
13192,4104,2023-02-28,56151
13193,4104,2023-03-31,56151
13194,4104,2023-04-30,56151
13195,4104,2023-05-31,56151
13196,4104,2023-06-30,56151
13197,4104,2023-07-31,56151
13198,4104,2023-08-31,56151
13199,4104,2023-09-30,56151
13200,4106,2022-10-31,32118
13201,4106,2022-11-30,32118
13202,4106,2022-12-31,32118
13203,4106,2023-01-31,32118
13204,4106,2023-02-28,32118
13205,4106,2023-03-31,32118
13206,4106,2023-04-30,32118
13207,4106,2023-05-31,32118
13208,4106,2023-06-30,32118
13209,4106,2023-07-31,32118
13210,4106,2023-08-31,32118
13211,4106,2023-09-30,32118
13212,4107,2022-10-31,26276
13213,4107,2022-11-30,26276
13214,4107,2022-12-31,26276
13215,4107,2023-01-31,26276
13216,4107,2023-02-28,26276
13217,4107,2023-03-31,26276
13218,4107,2023-04-30,26276
13219,4107,2023-05-31,26276
13220,4107,2023-06-30,26276
13221,4107,2023-07-31,26276
13222,4107,2023-08-31,26276
13223,4107,2023-09-30,26276
13224,4108,2022-10-31,44189
13225,4108,2022-11-30,44189
13226,4108,2022-12-31,44189
13227,4108,2023-01-31,44189
13228,4108,2023-02-28,44189
13229,4108,2023-03-31,44189
13230,4108,2023-04-30,44189
13231,4108,2023-05-31,44189
13232,4108,2023-06-30,44189
13233,4108,2023-07-31,44189
13234,4108,2023-08-31,44189
13235,4108,2023-09-30,44189
13236,4109,2022-10-31,32859
13237,4109,2022-11-30,32859
13238,4109,2022-12-31,32859
13239,4109,2023-01-31,32859
13240,4109,2023-02-28,32859
13241,4109,2023-03-31,32859
13242,4109,2023-04-30,32859
13243,4109,2023-05-31,32859
13244,4109,2023-06-30,32859
13245,4109,2023-07-31,32859
13246,4109,2023-08-31,32859
13247,4109,2023-09-30,32859
13248,4111,2022-10-31,46696
13249,4111,2022-11-30,46696
13250,4111,2022-12-31,46696
13251,4111,2023-01-31,46696
13252,4111,2023-02-28,46696
13253,4111,2023-03-31,46696
13254,4111,2023-04-30,46696
13255,4111,2023-05-31,46696
13256,4111,2023-06-30,46696
13257,4111,2023-07-31,46696
13258,4111,2023-08-31,46696
13259,4111,2023-09-30,46696
13260,4112,2022-10-31,65336
13261,4112,2022-11-30,65336
13262,4112,2022-12-31,65336
13263,4112,2023-01-31,65336
13264,4112,2023-02-28,65336
13265,4112,2023-03-31,65336
13266,4112,2023-04-30,65336
13267,4112,2023-05-31,65336
13268,4112,2023-06-30,65336
13269,4112,2023-07-31,65336
13270,4112,2023-08-31,65336
13271,4112,2023-09-30,65336
13272,4115,2022-10-31,49293
13273,4115,2022-11-30,49293
13274,4115,2022-12-31,49293
13275,4115,2023-01-31,49293
13276,4115,2023-02-28,49293
13277,4115,2023-03-31,49293
13278,4115,2023-04-30,49293
13279,4115,2023-05-31,49293
13280,4115,2023-06-30,49293
13281,4115,2023-07-31,49293
13282,4115,2023-08-31,49293
13283,4115,2023-09-30,49293
13284,4116,2022-10-31,24794
13285,4116,2022-11-30,24794
13286,4116,2022-12-31,24794
13287,4116,2023-01-31,24794
13288,4116,2023-02-28,24794
13289,4116,2023-03-31,24794
13290,4116,2023-04-30,24794
13291,4116,2023-05-31,24794
13292,4116,2023-06-30,24794
13293,4116,2023-07-31,24794
13294,4116,2023-08-31,24794
13295,4116,2023-09-30,24794
13296,4117,2022-10-31,41600
13297,4117,2022-11-30,41600
13298,4117,2022-12-31,41600
13299,4117,2023-01-31,41600
13300,4117,2023-02-28,41600
13301,4117,2023-03-31,41600
13302,4117,2023-04-30,41600
13303,4117,2023-05-31,41600
13304,4117,2023-06-30,41600
13305,4117,2023-07-31,41600
13306,4117,2023-08-31,41600
13307,4117,2023-09-30,41600
13308,4118,2022-10-31,51496
13309,4118,2022-11-30,51496
13310,4118,2022-12-31,51496
13311,4118,2023-01-31,51496
13312,4118,2023-02-28,51496
13313,4118,2023-03-31,51496
13314,4118,2023-04-30,51496
13315,4118,2023-05-31,51496
13316,4118,2023-06-30,51496
13317,4118,2023-07-31,51496
13318,4118,2023-08-31,51496
13319,4118,2023-09-30,51496
13320,4119,2022-10-31,86776
13321,4119,2022-11-30,86776
13322,4119,2022-12-31,86776
13323,4119,2023-01-31,86776
13324,4119,2023-02-28,86776
13325,4119,2023-03-31,86776
13326,4119,2023-04-30,86776
13327,4119,2023-05-31,86776
13328,4119,2023-06-30,86776
13329,4119,2023-07-31,86776
13330,4119,2023-08-31,86776
13331,4119,2023-09-30,86776
13332,4120,2022-10-31,44493
13333,4120,2022-11-30,44493
13334,4120,2022-12-31,44493
13335,4120,2023-01-31,44493
13336,4120,2023-02-28,44493
13337,4120,2023-03-31,44493
13338,4120,2023-04-30,44493
13339,4120,2023-05-31,44493
13340,4120,2023-06-30,44493
13341,4120,2023-07-31,44493
13342,4120,2023-08-31,44493
13343,4120,2023-09-30,44493
13344,4122,2022-10-31,90939
13345,4122,2022-11-30,90939
13346,4122,2022-12-31,90939
13347,4122,2023-01-31,90939
13348,4122,2023-02-28,90939
13349,4122,2023-03-31,90939
13350,4122,2023-04-30,90939
13351,4122,2023-05-31,90939
13352,4122,2023-06-30,90939
13353,4122,2023-07-31,90939
13354,4122,2023-08-31,90939
13355,4122,2023-09-30,90939
13356,4123,2022-10-31,87666
13357,4123,2022-11-30,87666
13358,4123,2022-12-31,87666
13359,4123,2023-01-31,87666
13360,4123,2023-02-28,87666
13361,4123,2023-03-31,87666
13362,4123,2023-04-30,87666
13363,4123,2023-05-31,87666
13364,4123,2023-06-30,87666
13365,4123,2023-07-31,87666
13366,4123,2023-08-31,87666
13367,4123,2023-09-30,87666
13368,4124,2022-10-31,51667
13369,4124,2022-11-30,51667
13370,4124,2022-12-31,51667
13371,4124,2023-01-31,51667
13372,4124,2023-02-28,51667
13373,4124,2023-03-31,51667
13374,4124,2023-04-30,51667
13375,4124,2023-05-31,51667
13376,4124,2023-06-30,51667
13377,4124,2023-07-31,51667
13378,4124,2023-08-31,51667
13379,4124,2023-09-30,51667
13380,4126,2022-10-31,72044
13381,4126,2022-11-30,72044
13382,4126,2022-12-31,72044
13383,4126,2023-01-31,72044
13384,4126,2023-02-28,72044
13385,4126,2023-03-31,72044
13386,4126,2023-04-30,72044
13387,4126,2023-05-31,72044
13388,4126,2023-06-30,72044
13389,4126,2023-07-31,72044
13390,4126,2023-08-31,72044
13391,4126,2023-09-30,72044
13392,4128,2022-10-31,57834
13393,4128,2022-11-30,57834
13394,4128,2022-12-31,57834
13395,4128,2023-01-31,57834
13396,4128,2023-02-28,57834
13397,4128,2023-03-31,57834
13398,4128,2023-04-30,57834
13399,4128,2023-05-31,57834
13400,4128,2023-06-30,57834
13401,4128,2023-07-31,57834
13402,4128,2023-08-31,57834
13403,4128,2023-09-30,57834
13404,4129,2022-10-31,94036
13405,4129,2022-11-30,94036
13406,4129,2022-12-31,94036
13407,4129,2023-01-31,94036
13408,4129,2023-02-28,94036
13409,4129,2023-03-31,94036
13410,4129,2023-04-30,94036
13411,4129,2023-05-31,94036
13412,4129,2023-06-30,94036
13413,4129,2023-07-31,94036
13414,4129,2023-08-31,94036
13415,4129,2023-09-30,94036
13416,4130,2022-10-31,52649
13417,4130,2022-11-30,52649
13418,4130,2022-12-31,52649
13419,4130,2023-01-31,52649
13420,4130,2023-02-28,52649
13421,4130,2023-03-31,52649
13422,4130,2023-04-30,52649
13423,4130,2023-05-31,52649
13424,4130,2023-06-30,52649
13425,4130,2023-07-31,52649
13426,4130,2023-08-31,52649
13427,4130,2023-09-30,52649
13428,4131,2022-10-31,74879
13429,4131,2022-11-30,74879
13430,4131,2022-12-31,74879
13431,4131,2023-01-31,74879
13432,4131,2023-02-28,74879
13433,4131,2023-03-31,74879
13434,4131,2023-04-30,74879
13435,4131,2023-05-31,74879
13436,4131,2023-06-30,74879
13437,4131,2023-07-31,74879
13438,4131,2023-08-31,74879
13439,4131,2023-09-30,74879
13440,4132,2022-10-31,45603
13441,4132,2022-11-30,45603
13442,4132,2022-12-31,45603
13443,4132,2023-01-31,45603
13444,4132,2023-02-28,45603
13445,4132,2023-03-31,45603
13446,4132,2023-04-30,45603
13447,4132,2023-05-31,45603
13448,4132,2023-06-30,45603
13449,4132,2023-07-31,45603
13450,4132,2023-08-31,45603
13451,4132,2023-09-30,45603
13452,4134,2022-10-31,89490
13453,4134,2022-11-30,89490
13454,4134,2022-12-31,89490
13455,4134,2023-01-31,89490
13456,4134,2023-02-28,89490
13457,4134,2023-03-31,89490
13458,4134,2023-04-30,89490
13459,4134,2023-05-31,89490
13460,4134,2023-06-30,89490
13461,4134,2023-07-31,89490
13462,4134,2023-08-31,89490
13463,4134,2023-09-30,89490
13464,4135,2022-10-31,28204
13465,4135,2022-11-30,28204
13466,4135,2022-12-31,28204
13467,4135,2023-01-31,28204
13468,4135,2023-02-28,28204
13469,4135,2023-03-31,28204
13470,4135,2023-04-30,28204
13471,4135,2023-05-31,28204
13472,4135,2023-06-30,28204
13473,4135,2023-07-31,28204
13474,4135,2023-08-31,28204
13475,4135,2023-09-30,28204
13476,4136,2022-10-31,70742
13477,4136,2022-11-30,70742
13478,4136,2022-12-31,70742
13479,4136,2023-01-31,70742
13480,4136,2023-02-28,70742
13481,4136,2023-03-31,70742
13482,4136,2023-04-30,70742
13483,4136,2023-05-31,70742
13484,4136,2023-06-30,70742
13485,4136,2023-07-31,70742
13486,4136,2023-08-31,70742
13487,4136,2023-09-30,70742
13488,4137,2022-10-31,23108
13489,4137,2022-11-30,23108
13490,4137,2022-12-31,23108
13491,4137,2023-01-31,23108
13492,4137,2023-02-28,23108
13493,4137,2023-03-31,23108
13494,4137,2023-04-30,23108
13495,4137,2023-05-31,23108
13496,4137,2023-06-30,23108
13497,4137,2023-07-31,23108
13498,4137,2023-08-31,23108
13499,4137,2023-09-30,23108
13500,4138,2022-10-31,37270
13501,4138,2022-11-30,37270
13502,4138,2022-12-31,37270
13503,4138,2023-01-31,37270
13504,4138,2023-02-28,37270
13505,4138,2023-03-31,37270
13506,4138,2023-04-30,37270
13507,4138,2023-05-31,37270
13508,4138,2023-06-30,37270
13509,4138,2023-07-31,37270
13510,4138,2023-08-31,37270
13511,4138,2023-09-30,37270
13512,4139,2022-10-31,79122
13513,4139,2022-11-30,79122
13514,4139,2022-12-31,79122
13515,4139,2023-01-31,79122
13516,4139,2023-02-28,79122
13517,4139,2023-03-31,79122
13518,4139,2023-04-30,79122
13519,4139,2023-05-31,79122
13520,4139,2023-06-30,79122
13521,4139,2023-07-31,79122
13522,4139,2023-08-31,79122
13523,4139,2023-09-30,79122
13524,4140,2022-10-31,95766
13525,4140,2022-11-30,95766
13526,4140,2022-12-31,95766
13527,4140,2023-01-31,95766
13528,4140,2023-02-28,95766
13529,4140,2023-03-31,95766
13530,4140,2023-04-30,95766
13531,4140,2023-05-31,95766
13532,4140,2023-06-30,95766
13533,4140,2023-07-31,95766
13534,4140,2023-08-31,95766
13535,4140,2023-09-30,95766
13536,4142,2022-10-31,27326
13537,4142,2022-11-30,27326
13538,4142,2022-12-31,27326
13539,4142,2023-01-31,27326
13540,4142,2023-02-28,27326
13541,4142,2023-03-31,27326
13542,4142,2023-04-30,27326
13543,4142,2023-05-31,27326
13544,4142,2023-06-30,27326
13545,4142,2023-07-31,27326
13546,4142,2023-08-31,27326
13547,4142,2023-09-30,27326
13548,4143,2022-10-31,47862
13549,4143,2022-11-30,47862
13550,4143,2022-12-31,47862
13551,4143,2023-01-31,47862
13552,4143,2023-02-28,47862
13553,4143,2023-03-31,47862
13554,4143,2023-04-30,47862
13555,4143,2023-05-31,47862
13556,4143,2023-06-30,47862
13557,4143,2023-07-31,47862
13558,4143,2023-08-31,47862
13559,4143,2023-09-30,47862
