Branch,Type,Amount,IssueDate,DueDate,InterestRate,Status
D,Business,36700,11/6/2019,10/10/2024,0.154980891,NORM
D,Business,12355,11/6/2019,10/21/2022,0.184153961,OVRD
D,Business,54815,11/6/2019,10/16/2023,0.186002583,OVRD
D,Business,29158,11/6/2019,10/16/2023,0.176195034,OVRD
D,Business,65779,11/6/2019,10/31/2020,0.181757907,OVRD
D,Business,54409,11/6/2019,10/31/2020,0.164346551,OVRD
D,Business,24031,11/6/2019,10/26/2021,0.169576483,NORM
D,Business,98349,11/6/2019,10/31/2020,0.173231326,OVRD
D,Business,86962,11/6/2019,10/16/2023,0.154527549,NPL
D,Business,32018,11/6/2019,10/26/2021,0.160369023,NORM
D,Business,55048,11/6/2019,10/16/2023,0.170326462,NORM
D,Business,54854,11/6/2019,10/10/2024,0.166506415,NPL
D,Business,13062,11/6/2019,10/21/2022,0.162456866,OVRD
D,Business,92408,11/6/2019,10/31/2020,0.189282253,NPL
D,Business,97008,11/6/2019,10/31/2020,0.182671488,NORM
D,Business,33326,11/6/2019,10/26/2021,0.184180624,NORM
D,Business,96588,11/6/2019,10/10/2024,0.174007638,OVRD
D,Business,33259,11/6/2019,10/10/2024,0.188277278,NPL
D,Business,49786,11/6/2019,10/31/2020,0.156450065,OVRD
D,Business,58644,11/6/2019,10/21/2022,0.164545395,NORM
D,Business,56063,11/6/2019,10/26/2021,0.167071529,OVRD
D,Business,95440,11/6/2019,10/21/2022,0.18932709,OVRD
D,Business,94480,11/6/2019,10/21/2022,0.185160039,OVRD
D,Business,10555,11/6/2019,10/21/2022,0.15740296,OVRD
D,Business,32339,11/6/2019,10/10/2024,0.175747651,NORM
D,Business,97563,11/6/2019,10/31/2020,0.175821258,NORM
D,Business,30541,11/6/2019,10/26/2021,0.153478251,NORM
D,Business,28472,11/6/2019,10/26/2021,0.187989862,NPL
D,Business,18963,11/6/2019,10/26/2021,0.176398394,NPL
D,Business,14935,11/6/2019,10/21/2022,0.163726913,NPL
D,Business,43817,11/6/2019,10/26/2021,0.184456028,NORM
D,Business,95160,11/6/2019,10/21/2022,0.170811799,NPL
D,Business,11495,11/6/2019,10/31/2020,0.161649373,OVRD
D,Business,32741,11/6/2019,10/16/2023,0.160064539,OVRD
D,Business,50248,11/6/2019,10/31/2020,0.166176317,NPL
D,Business,22405,11/6/2019,10/26/2021,0.189678205,OVRD
D,Business,39923,11/6/2019,10/26/2021,0.176571374,NPL
D,Business,93501,11/6/2019,10/21/2022,0.157086613,OVRD
D,Business,67193,11/6/2019,10/26/2021,0.153216711,NPL
D,Business,95959,11/6/2019,10/26/2021,0.179276914,NORM
D,Business,86637,11/6/2019,10/16/2023,0.166950485,NPL
D,Business,45442,11/6/2019,10/31/2020,0.169696197,NORM
D,Business,31922,11/6/2019,10/21/2022,0.151377083,NORM
D,Business,91305,11/6/2019,10/10/2024,0.181362602,OVRD
D,Business,12425,11/6/2019,10/26/2021,0.180387381,NPL
D,Business,13065,11/6/2019,10/16/2023,0.18324689,OVRD
D,Business,80546,11/6/2019,10/16/2023,0.164148744,NPL
D,Business,73076,11/6/2019,10/31/2020,0.168346836,NORM
D,Business,36660,11/6/2019,10/31/2020,0.156407486,OVRD
D,Business,28327,11/6/2019,10/16/2023,0.187088664,OVRD
D,Business,14912,11/6/2019,10/31/2020,0.188718944,NPL
D,Business,19401,11/6/2019,10/16/2023,0.187878455,NPL
D,Business,15165,11/6/2019,10/31/2020,0.174473623,NPL
D,Business,42470,11/6/2019,10/21/2022,0.157747155,NPL
D,Business,25936,11/6/2019,10/10/2024,0.167134963,NPL
D,Business,79684,11/6/2019,10/31/2020,0.162657598,OVRD
D,Business,41065,11/6/2019,10/21/2022,0.185050355,OVRD
D,Business,57146,11/6/2019,10/31/2020,0.178904755,NPL
D,Business,88184,11/6/2019,10/16/2023,0.159228229,NORM
A,Business,78524,12/6/2019,11/15/2023,0.186185997,NORM
A,Business,68000,12/6/2019,11/30/2020,0.161150421,OVRD
A,Business,59247,12/6/2019,11/25/2021,0.152031411,NORM
A,Business,97371,12/6/2019,11/9/2024,0.158565359,NPL
A,Business,40177,12/6/2019,11/30/2020,0.150403194,NPL
A,Business,53498,12/6/2019,11/9/2024,0.155082071,NPL
A,Business,69116,12/6/2019,11/15/2023,0.18348674,OVRD
A,Business,12074,12/6/2019,11/15/2023,0.156419447,NORM
A,Business,80161,12/6/2019,11/20/2022,0.159335307,NORM
A,Business,12573,12/6/2019,11/30/2020,0.150686439,NORM
A,Business,47748,12/6/2019,11/15/2023,0.186911196,OVRD
A,Business,40013,12/6/2019,11/9/2024,0.178409834,OVRD
A,Business,25897,12/6/2019,11/20/2022,0.170886712,NPL
A,Business,10252,12/6/2019,11/30/2020,0.157658012,NPL
A,Business,51424,12/6/2019,11/15/2023,0.173696359,OVRD
A,Business,72588,12/6/2019,11/9/2024,0.176336109,NPL
A,Business,46312,12/6/2019,11/15/2023,0.169414939,NPL
A,Business,84194,12/6/2019,11/20/2022,0.162098647,OVRD
A,Business,84646,12/6/2019,11/30/2020,0.180229595,OVRD
A,Business,79795,12/6/2019,11/9/2024,0.162233005,NORM
C,Home,40194,1/5/2020,12/25/2021,0.100433664,OVRD
C,Home,35554,1/5/2020,12/20/2022,0.111263814,NPL
C,Home,44530,1/5/2020,12/9/2024,0.100940158,NPL
C,Home,56024,1/5/2020,12/25/2021,0.091516887,OVRD
C,Home,47313,1/5/2020,12/20/2022,0.088788125,NORM
C,Home,67071,1/5/2020,12/15/2023,0.085262477,NPL
C,Home,74389,1/5/2020,12/20/2022,0.08645662,OVRD
C,Home,35798,1/5/2020,12/9/2024,0.082640515,OVRD
C,Home,16554,1/5/2020,12/15/2023,0.084732833,NPL
C,Home,80971,1/5/2020,12/30/2020,0.097797771,NPL
C,Home,53811,1/5/2020,12/25/2021,0.119191211,OVRD
C,Home,60678,1/5/2020,12/9/2024,0.091608099,OVRD
A,Personal,11177,2/4/2020,1/8/2025,0.104380743,NPL
A,Personal,92122,2/4/2020,1/8/2025,0.092387539,OVRD
A,Personal,36109,2/4/2020,1/8/2025,0.100360079,NPL
A,Personal,19832,2/4/2020,1/14/2024,0.110631074,NORM
A,Personal,94727,2/4/2020,1/14/2024,0.095302364,NORM
A,Personal,93088,2/4/2020,1/8/2025,0.085732962,NPL
A,Personal,65196,2/4/2020,1/24/2022,0.087157897,NORM
A,Personal,19441,2/4/2020,1/24/2022,0.106597031,OVRD
A,Personal,58441,2/4/2020,1/24/2022,0.093411428,NPL
A,Personal,28608,2/4/2020,1/29/2021,0.081232653,NPL
A,Personal,31521,2/4/2020,1/29/2021,0.116270089,NPL
A,Personal,35889,2/4/2020,1/29/2021,0.116393338,NORM
A,Personal,35155,2/4/2020,1/14/2024,0.094428398,NORM
A,Personal,49737,2/4/2020,1/14/2024,0.09456682,NPL
A,Personal,61712,2/4/2020,1/29/2021,0.103793352,NPL
A,Personal,24851,2/4/2020,1/29/2021,0.096891374,OVRD
A,Personal,75508,2/4/2020,1/8/2025,0.094393269,NORM
A,Personal,48861,2/4/2020,1/29/2021,0.102767622,NPL
A,Personal,16387,2/4/2020,1/14/2024,0.086489939,NPL
A,Personal,20402,2/4/2020,1/29/2021,0.117316322,OVRD
A,Personal,97824,2/4/2020,1/29/2021,0.112290962,OVRD
A,Personal,82114,2/4/2020,1/29/2021,0.098418958,NPL
A,Personal,36853,2/4/2020,1/24/2022,0.086508961,NORM
A,Personal,44427,2/4/2020,1/29/2021,0.119114943,NORM
A,Personal,49912,2/4/2020,1/24/2022,0.106059733,OVRD
A,Personal,76069,2/4/2020,1/29/2021,0.080319707,NORM
A,Personal,44161,2/4/2020,1/24/2022,0.095480105,NORM
A,Personal,77895,2/4/2020,1/14/2024,0.096043363,OVRD
A,Personal,92961,2/4/2020,1/24/2022,0.092595628,OVRD
A,Personal,82005,2/4/2020,1/19/2023,0.103778723,NPL
A,Personal,75977,2/4/2020,1/24/2022,0.093453133,OVRD
A,Personal,15045,2/4/2020,1/19/2023,0.095429154,NPL
A,Personal,82758,2/4/2020,1/24/2022,0.119364709,NPL
A,Personal,22033,2/4/2020,1/14/2024,0.08853823,NORM
A,Personal,26131,2/4/2020,1/8/2025,0.100267545,NORM
A,Personal,13003,2/4/2020,1/29/2021,0.107744141,NPL
B,Auto,41616,3/5/2020,2/23/2022,0.102083751,NORM
B,Auto,81591,3/5/2020,2/7/2025,0.082704517,NORM
B,Auto,59115,3/5/2020,2/7/2025,0.091359961,NORM
B,Auto,75742,3/5/2020,2/18/2023,0.096818833,NORM
B,Auto,10511,3/5/2020,2/28/2021,0.087428269,NPL
B,Auto,67908,3/5/2020,2/7/2025,0.112523118,NPL
B,Auto,71311,3/5/2020,2/23/2022,0.081052426,OVRD
B,Auto,31966,3/5/2020,2/23/2022,0.119083733,OVRD
B,Auto,99715,3/5/2020,2/28/2021,0.113349224,NPL
B,Auto,56127,3/5/2020,2/28/2021,0.113080629,NORM
B,Auto,43754,3/5/2020,2/18/2023,0.099148483,NPL
B,Auto,83453,3/5/2020,2/28/2021,0.099471067,NORM
B,Auto,48624,3/5/2020,2/18/2023,0.082014925,NORM
B,Auto,29707,3/5/2020,2/13/2024,0.09125112,NPL
B,Auto,73615,3/5/2020,2/23/2022,0.115913759,OVRD
B,Auto,72952,3/5/2020,2/23/2022,0.093829443,NPL
B,Auto,86513,3/5/2020,2/13/2024,0.088900235,OVRD
B,Auto,11334,3/5/2020,2/18/2023,0.099823924,NORM
B,Auto,16432,3/5/2020,2/7/2025,0.088399063,NORM
B,Auto,19491,3/5/2020,2/13/2024,0.084703932,OVRD
B,Auto,22641,3/5/2020,2/28/2021,0.11241333,NPL
B,Auto,46906,3/5/2020,2/18/2023,0.114195516,OVRD
B,Auto,25896,3/5/2020,2/13/2024,0.110985277,NORM
B,Auto,34833,3/5/2020,2/13/2024,0.114763706,NORM
B,Auto,40749,3/5/2020,2/18/2023,0.100031057,OVRD
B,Auto,59212,3/5/2020,2/18/2023,0.116579394,NPL
B,Auto,93657,3/5/2020,2/13/2024,0.109176801,NPL
B,Auto,75786,3/5/2020,2/7/2025,0.100057779,NORM
B,Auto,65608,3/5/2020,2/18/2023,0.094559418,OVRD
B,Auto,53834,3/5/2020,2/18/2023,0.113470652,NPL
B,Auto,54612,3/5/2020,2/18/2023,0.116019419,OVRD
B,Auto,69734,3/5/2020,2/23/2022,0.100185513,OVRD
B,Auto,31843,3/5/2020,2/13/2024,0.088952854,OVRD
B,Auto,83678,3/5/2020,2/13/2024,0.088739287,OVRD
B,Auto,76727,3/5/2020,2/18/2023,0.102851983,NORM
B,Auto,63757,3/5/2020,2/28/2021,0.090582908,NORM
B,Auto,20820,3/5/2020,2/13/2024,0.119143263,OVRD
B,Auto,12868,3/5/2020,2/13/2024,0.11210234,NORM
B,Auto,16920,3/5/2020,2/28/2021,0.093945476,NPL
B,Auto,66301,3/5/2020,2/28/2021,0.096884764,NPL
B,Auto,56420,3/5/2020,2/23/2022,0.101135905,OVRD
C,Auto,60895,4/4/2020,3/25/2022,0.083013779,NPL
C,Auto,91932,4/4/2020,3/25/2022,0.10923827,NPL
C,Auto,45304,4/4/2020,3/25/2022,0.080770389,NPL
C,Auto,59475,4/4/2020,3/25/2022,0.106190211,NORM
C,Auto,58305,4/4/2020,3/25/2022,0.112220447,NPL
C,Auto,33503,4/4/2020,3/9/2025,0.117512951,NORM
C,Auto,39003,4/4/2020,3/9/2025,0.106849253,OVRD
C,Auto,67788,4/4/2020,3/14/2024,0.086848485,NPL
C,Auto,50029,4/4/2020,3/25/2022,0.081899294,NORM
C,Auto,53066,4/4/2020,3/30/2021,0.115710684,NPL
C,Auto,16117,4/4/2020,3/20/2023,0.118689366,NORM
C,Auto,87951,4/4/2020,3/14/2024,0.093328528,OVRD
C,Auto,42246,4/4/2020,3/20/2023,0.087962122,NORM
C,Auto,82001,4/4/2020,3/20/2023,0.097120683,NPL
C,Auto,83603,4/4/2020,3/9/2025,0.104209517,NORM
C,Auto,45209,4/4/2020,3/14/2024,0.083864303,NORM
C,Auto,86596,4/4/2020,3/25/2022,0.119820515,NPL
C,Auto,13036,4/4/2020,3/9/2025,0.09803846,NPL
C,Auto,64892,4/4/2020,3/9/2025,0.091501307,NPL
C,Auto,75985,4/4/2020,3/9/2025,0.08866036,OVRD
C,Auto,19865,4/4/2020,3/30/2021,0.101063773,NPL
C,Auto,35192,4/4/2020,3/20/2023,0.114498827,OVRD
C,Auto,50001,4/4/2020,3/30/2021,0.084978796,NPL
C,Auto,80543,4/4/2020,3/20/2023,0.108253258,NPL
C,Auto,82782,4/4/2020,3/9/2025,0.083773406,OVRD
C,Auto,34637,4/4/2020,3/14/2024,0.094845757,OVRD
C,Auto,29301,4/4/2020,3/30/2021,0.101634106,NPL
C,Auto,12188,4/4/2020,3/25/2022,0.090283455,NPL
C,Auto,84608,4/4/2020,3/14/2024,0.117302521,OVRD
C,Auto,27327,4/4/2020,3/25/2022,0.117959652,OVRD
C,Auto,91672,4/4/2020,3/30/2021,0.119097942,NPL
C,Auto,11199,4/4/2020,3/25/2022,0.101801962,NPL
C,Auto,22969,4/4/2020,3/14/2024,0.119083743,NORM
C,Auto,23714,4/4/2020,3/25/2022,0.0890416,NORM
C,Auto,82851,4/4/2020,3/9/2025,0.086013764,NPL
C,Auto,20287,4/4/2020,3/25/2022,0.115873476,NORM
C,Auto,27218,4/4/2020,3/20/2023,0.09342855,NORM
C,Auto,81070,4/4/2020,3/30/2021,0.10733629,NPL
C,Auto,69831,4/4/2020,3/25/2022,0.113206209,OVRD
C,Auto,85410,4/4/2020,3/9/2025,0.113778851,NPL
C,Auto,15892,4/4/2020,3/20/2023,0.085841212,NPL
C,Auto,91675,4/4/2020,3/25/2022,0.099062737,OVRD
C,Auto,57268,4/4/2020,3/20/2023,0.112165955,NORM
C,Auto,80698,4/4/2020,3/14/2024,0.10836645,NORM
C,Auto,80584,4/4/2020,3/14/2024,0.089106558,OVRD
C,Auto,71508,4/4/2020,3/9/2025,0.085578223,NORM
C,Auto,16267,4/4/2020,3/20/2023,0.081383235,NPL
C,Auto,73695,4/4/2020,3/14/2024,0.084429201,NORM
C,Auto,17538,4/4/2020,3/14/2024,0.097675974,NORM
C,Auto,24261,4/4/2020,3/9/2025,0.083521268,OVRD
C,Auto,51616,4/4/2020,3/14/2024,0.09340176,NORM
C,Auto,72804,4/4/2020,3/9/2025,0.116151328,NORM
C,Auto,47422,4/4/2020,3/14/2024,0.118724173,OVRD
C,Auto,63012,4/4/2020,3/20/2023,0.081185905,NORM
C,Auto,70236,4/4/2020,3/20/2023,0.085591002,NPL
C,Auto,39769,4/4/2020,3/30/2021,0.114577872,NPL
C,Auto,95407,4/4/2020,3/9/2025,0.117462585,OVRD
C,Auto,70563,4/4/2020,3/9/2025,0.097892948,NORM
C,Auto,63023,4/4/2020,3/25/2022,0.119994275,NORM
C,Auto,62070,4/4/2020,3/25/2022,0.10198635,NORM
C,Auto,76233,4/4/2020,3/25/2022,0.104187085,NORM
C,Auto,69203,4/4/2020,3/25/2022,0.091875908,NPL
C,Auto,11893,4/4/2020,3/20/2023,0.096426833,NPL
C,Auto,84953,4/4/2020,3/25/2022,0.117281935,NPL
C,Auto,23094,4/4/2020,3/25/2022,0.095071534,NPL
C,Auto,74283,4/4/2020,3/14/2024,0.08190403,NPL
C,Auto,87670,4/4/2020,3/25/2022,0.087869637,NPL
C,Auto,60685,4/4/2020,3/14/2024,0.093935185,NPL
C,Auto,51252,4/4/2020,3/20/2023,0.109612341,OVRD
C,Auto,40016,4/4/2020,3/9/2025,0.111443814,OVRD
C,Auto,31514,4/4/2020,3/14/2024,0.102323373,NPL
C,Auto,33519,4/4/2020,3/20/2023,0.116234025,NORM
C,Auto,39640,4/4/2020,3/25/2022,0.089245549,NORM
C,Auto,83306,4/4/2020,3/14/2024,0.105771083,NORM
C,Auto,21712,4/4/2020,3/30/2021,0.105488549,NORM
C,Auto,73879,4/4/2020,3/30/2021,0.093788521,OVRD
C,Personal,20301,5/4/2020,4/24/2022,0.11740066,OVRD
C,Personal,95586,5/4/2020,4/8/2025,0.110421375,OVRD
C,Personal,37135,5/4/2020,4/13/2024,0.09113139,NORM
C,Personal,10032,5/4/2020,4/29/2021,0.109328728,NPL
C,Personal,23579,5/4/2020,4/29/2021,0.100761663,OVRD
C,Personal,62744,5/4/2020,4/19/2023,0.096379294,NPL
C,Personal,42329,5/4/2020,4/8/2025,0.103103506,OVRD
C,Personal,97100,5/4/2020,4/19/2023,0.100901901,NORM
C,Personal,63966,5/4/2020,4/13/2024,0.091051523,NORM
C,Personal,34569,5/4/2020,4/8/2025,0.106041456,NPL
C,Personal,80463,5/4/2020,4/19/2023,0.088753054,NORM
C,Personal,10027,5/4/2020,4/8/2025,0.09080825,NPL
C,Personal,62388,5/4/2020,4/24/2022,0.105348673,NPL
C,Personal,41245,5/4/2020,4/8/2025,0.103103555,NPL
C,Personal,81759,5/4/2020,4/24/2022,0.118724322,NORM
C,Personal,43717,5/4/2020,4/24/2022,0.118611995,NORM
C,Personal,52242,5/4/2020,4/24/2022,0.092026018,OVRD
C,Personal,91657,5/4/2020,4/29/2021,0.099058471,NORM
C,Personal,42576,5/4/2020,4/29/2021,0.092770945,NORM
C,Personal,96675,5/4/2020,4/8/2025,0.117685194,OVRD
C,Personal,27696,5/4/2020,4/13/2024,0.118494826,NORM
C,Personal,70278,5/4/2020,4/13/2024,0.109736284,OVRD
C,Personal,17809,5/4/2020,4/13/2024,0.114594427,OVRD
C,Personal,19377,5/4/2020,4/24/2022,0.113884013,NORM
C,Personal,92078,5/4/2020,4/13/2024,0.084816125,NORM
C,Personal,38540,5/4/2020,4/24/2022,0.119490283,NPL
C,Personal,98756,5/4/2020,4/8/2025,0.110234281,OVRD
C,Personal,69254,5/4/2020,4/19/2023,0.100896708,NPL
C,Personal,36624,5/4/2020,4/13/2024,0.09851614,NPL
C,Personal,22123,5/4/2020,4/8/2025,0.083573698,NORM
C,Personal,24833,5/4/2020,4/29/2021,0.098422097,NORM
C,Personal,81306,5/4/2020,4/24/2022,0.09169358,OVRD
C,Personal,55722,5/4/2020,4/13/2024,0.116404582,NPL
C,Personal,77128,5/4/2020,4/19/2023,0.115553183,NORM
C,Personal,14728,5/4/2020,4/24/2022,0.103631778,NPL
C,Personal,14020,5/4/2020,4/13/2024,0.091267754,NPL
C,Personal,31374,5/4/2020,4/13/2024,0.115166188,OVRD
C,Home,69715,6/3/2020,5/13/2024,0.117576655,NPL
C,Home,82803,6/3/2020,5/29/2021,0.114992506,NORM
C,Home,87256,6/3/2020,5/19/2023,0.089268574,OVRD
C,Home,93839,6/3/2020,5/29/2021,0.086981724,OVRD
C,Home,81789,6/3/2020,5/29/2021,0.085761769,NORM
C,Home,30043,6/3/2020,5/29/2021,0.098260394,NPL
C,Home,32076,6/3/2020,5/24/2022,0.092176816,OVRD
C,Home,13453,6/3/2020,5/29/2021,0.111999249,NPL
C,Home,14288,6/3/2020,5/13/2024,0.114429091,OVRD
C,Home,34340,6/3/2020,5/8/2025,0.093487972,OVRD
C,Home,22079,6/3/2020,5/8/2025,0.112481295,OVRD
C,Home,99052,6/3/2020,5/13/2024,0.114990179,OVRD
C,Home,55220,6/3/2020,5/8/2025,0.081023052,NORM
C,Home,37157,6/3/2020,5/13/2024,0.088387395,NORM
C,Home,90645,6/3/2020,5/19/2023,0.098648089,NORM
C,Home,50960,6/3/2020,5/13/2024,0.107196048,NPL
C,Home,84832,6/3/2020,5/19/2023,0.107056723,NORM
C,Home,33368,6/3/2020,5/13/2024,0.10718403,NPL
C,Home,83426,6/3/2020,5/24/2022,0.107054323,OVRD
C,Home,30895,6/3/2020,5/8/2025,0.097875445,OVRD
C,Home,58371,6/3/2020,5/8/2025,0.118838445,NORM
C,Home,94587,6/3/2020,5/13/2024,0.107296349,NORM
C,Home,44575,6/3/2020,5/13/2024,0.115163963,NORM
C,Home,89091,6/3/2020,5/8/2025,0.094221591,NPL
C,Home,99079,6/3/2020,5/29/2021,0.082313209,NPL
C,Home,21353,6/3/2020,5/24/2022,0.085491749,NPL
C,Home,80568,6/3/2020,5/19/2023,0.11279914,NORM
C,Home,61501,6/3/2020,5/13/2024,0.096277167,NORM
C,Home,10293,6/3/2020,5/13/2024,0.080158173,NPL
C,Home,12835,6/3/2020,5/8/2025,0.102652182,OVRD
C,Home,52999,6/3/2020,5/29/2021,0.099213878,NORM
C,Home,45348,6/3/2020,5/13/2024,0.082196763,NORM
C,Home,82642,6/3/2020,5/19/2023,0.10150573,OVRD
C,Home,76693,6/3/2020,5/8/2025,0.103588978,NPL
C,Home,98799,6/3/2020,5/13/2024,0.102530559,NPL
C,Home,79590,6/3/2020,5/19/2023,0.109358803,NORM
C,Home,63320,6/3/2020,5/13/2024,0.112368989,NORM
C,Home,55101,6/3/2020,5/13/2024,0.093509446,OVRD
C,Home,87346,6/3/2020,5/8/2025,0.086086315,OVRD
C,Home,90954,6/3/2020,5/13/2024,0.115052705,NORM
C,Home,26177,6/3/2020,5/19/2023,0.108813555,NORM
C,Home,16988,6/3/2020,5/19/2023,0.089690054,OVRD
C,Home,93158,6/3/2020,5/8/2025,0.100910135,NORM
C,Home,83343,6/3/2020,5/24/2022,0.090200686,OVRD
C,Home,44186,6/3/2020,5/8/2025,0.100562347,NPL
C,Home,19897,6/3/2020,5/8/2025,0.102909444,NORM
C,Home,54952,6/3/2020,5/29/2021,0.113830931,NORM
C,Home,99005,6/3/2020,5/8/2025,0.10641283,NORM
C,Home,67814,6/3/2020,5/13/2024,0.085588381,OVRD
C,Home,15480,6/3/2020,5/13/2024,0.108311434,NORM
B,Home,61010,7/3/2020,6/18/2023,0.119500344,NPL
B,Home,45749,7/3/2020,6/23/2022,0.098053136,NORM
B,Home,78472,7/3/2020,6/28/2021,0.104840618,OVRD
B,Home,35447,7/3/2020,6/28/2021,0.104113824,NPL
B,Home,42329,7/3/2020,6/18/2023,0.110041651,NPL
B,Home,32857,7/3/2020,6/28/2021,0.1096761,OVRD
B,Home,72705,7/3/2020,6/28/2021,0.097812248,OVRD
B,Home,99383,7/3/2020,6/12/2024,0.11440539,NORM
B,Home,55736,7/3/2020,6/18/2023,0.106355339,NPL
B,Home,95104,7/3/2020,6/28/2021,0.118892506,NORM
B,Home,85510,7/3/2020,6/7/2025,0.105344973,NORM
B,Home,20268,7/3/2020,6/18/2023,0.091318492,NORM
B,Home,30395,7/3/2020,6/28/2021,0.083486354,NPL
B,Home,15885,7/3/2020,6/28/2021,0.081675074,NPL
B,Home,25417,7/3/2020,6/18/2023,0.087148009,NPL
B,Home,24674,7/3/2020,6/7/2025,0.085530533,NORM
B,Home,92941,7/3/2020,6/7/2025,0.117328453,OVRD
B,Home,40762,7/3/2020,6/28/2021,0.113675757,NPL
B,Home,18084,7/3/2020,6/18/2023,0.092434733,NPL
B,Home,54121,7/3/2020,6/28/2021,0.091986408,NPL
B,Home,78750,7/3/2020,6/18/2023,0.088268542,OVRD
B,Home,40079,7/3/2020,6/18/2023,0.10115885,NORM
B,Home,60778,7/3/2020,6/12/2024,0.092810444,NORM
B,Home,81857,7/3/2020,6/18/2023,0.085587584,NPL
B,Home,47261,7/3/2020,6/12/2024,0.107637036,NPL
B,Home,54563,7/3/2020,6/12/2024,0.115342883,NORM
B,Home,82207,7/3/2020,6/28/2021,0.095058972,OVRD
B,Home,54563,7/3/2020,6/28/2021,0.099871758,NORM
B,Home,48547,7/3/2020,6/23/2022,0.088513806,NPL
B,Home,34482,7/3/2020,6/18/2023,0.115672118,OVRD
B,Home,79059,7/3/2020,6/18/2023,0.119504988,NPL
B,Home,33281,7/3/2020,6/18/2023,0.107781374,NORM
B,Home,53679,7/3/2020,6/7/2025,0.098372503,NPL
B,Home,64652,7/3/2020,6/12/2024,0.11625353,NORM
B,Home,99255,7/3/2020,6/12/2024,0.107954728,NORM
B,Home,11924,7/3/2020,6/28/2021,0.116063764,NPL
B,Home,31001,7/3/2020,6/18/2023,0.113321423,NORM
B,Home,83369,7/3/2020,6/7/2025,0.087313745,NPL
B,Home,12892,7/3/2020,6/28/2021,0.101710161,OVRD
B,Home,45310,7/3/2020,6/12/2024,0.090726918,NORM
D,Business,83238,8/2/2020,7/18/2023,0.073043828,NPL
D,Business,36058,8/2/2020,7/28/2021,0.068154047,NORM
D,Business,98945,8/2/2020,7/18/2023,0.077932771,OVRD
D,Business,93183,8/2/2020,7/12/2024,0.073461974,NORM
D,Business,39375,8/2/2020,7/12/2024,0.078883121,OVRD
D,Business,75302,8/2/2020,7/18/2023,0.077136044,NORM
D,Business,97581,8/2/2020,7/7/2025,0.076289878,NPL
D,Business,90825,8/2/2020,7/18/2023,0.073728529,NORM
D,Business,69524,8/2/2020,7/7/2025,0.061097574,NPL
D,Business,72590,8/2/2020,7/23/2022,0.084220426,OVRD
D,Business,12392,8/2/2020,7/18/2023,0.062802808,OVRD
D,Business,41360,8/2/2020,7/23/2022,0.08442273,NPL
D,Business,24020,8/2/2020,7/7/2025,0.074507864,OVRD
D,Business,33707,8/2/2020,7/28/2021,0.081894934,OVRD
D,Business,95463,8/2/2020,7/18/2023,0.07393618,NORM
D,Business,36789,8/2/2020,7/18/2023,0.059008044,OVRD
D,Business,75312,8/2/2020,7/23/2022,0.087472963,NPL
D,Business,99164,8/2/2020,7/28/2021,0.067166559,NORM
D,Business,46656,8/2/2020,7/23/2022,0.084401144,NORM
D,Business,45657,8/2/2020,7/28/2021,0.069518747,NORM
D,Business,49968,8/2/2020,7/7/2025,0.085283667,NPL
D,Business,75626,8/2/2020,7/18/2023,0.053665222,OVRD
D,Business,14994,8/2/2020,7/18/2023,0.071537078,NPL
D,Business,66058,8/2/2020,7/28/2021,0.056256775,NPL
D,Business,17688,8/2/2020,7/7/2025,0.058182838,NORM
D,Business,20519,8/2/2020,7/18/2023,0.054761,NORM
D,Business,53372,8/2/2020,7/28/2021,0.05381309,OVRD
D,Business,85976,8/2/2020,7/28/2021,0.056214025,NORM
D,Business,56880,8/2/2020,7/28/2021,0.051342373,OVRD
D,Business,97489,8/2/2020,7/12/2024,0.054533252,NORM
D,Business,12072,8/2/2020,7/18/2023,0.052887974,OVRD
D,Business,58030,8/2/2020,7/23/2022,0.063850526,OVRD
D,Business,22598,8/2/2020,7/23/2022,0.07241812,OVRD
D,Business,50668,8/2/2020,7/23/2022,0.073456136,NORM
D,Business,98604,8/2/2020,7/18/2023,0.079039201,NORM
D,Business,53162,8/2/2020,7/7/2025,0.059242147,NORM
D,Business,95871,8/2/2020,7/18/2023,0.08957392,OVRD
D,Business,51338,8/2/2020,7/7/2025,0.051185396,OVRD
D,Business,10243,8/2/2020,7/7/2025,0.069729305,OVRD
D,Business,32769,8/2/2020,7/12/2024,0.082707069,OVRD
D,Business,99336,8/2/2020,7/12/2024,0.061728507,OVRD
D,Business,77749,8/2/2020,7/18/2023,0.06570084,NPL
D,Business,31301,8/2/2020,7/28/2021,0.059391947,NPL
D,Business,29372,8/2/2020,7/12/2024,0.05150836,NPL
D,Business,16484,8/2/2020,7/12/2024,0.073009675,NORM
D,Business,98218,8/2/2020,7/7/2025,0.0886846,OVRD
D,Business,44061,8/2/2020,7/23/2022,0.081116199,OVRD
D,Business,52963,8/2/2020,7/12/2024,0.084784373,OVRD
D,Business,64097,8/2/2020,7/23/2022,0.08913261,OVRD
D,Business,82581,8/2/2020,7/28/2021,0.089393958,OVRD
E,Auto,25220,9/1/2020,8/11/2024,0.108751867,OVRD
E,Auto,65508,9/1/2020,8/22/2022,0.08255003,NORM
E,Auto,12945,9/1/2020,8/17/2023,0.111399587,NORM
E,Auto,52959,9/1/2020,8/17/2023,0.092797775,OVRD
E,Auto,94442,9/1/2020,8/11/2024,0.112724787,OVRD
